name,team,position,source,fetched_at,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,blocks,wins,goals_against_average,saves,shutouts
Connor McDavid,EDM,C,Daily Faceoff,2021-01-04 20:06:43.044721,27.8,51.4,11.4,21.7,178.8,25.3,22.5,,,,
Leon Draisaitl,EDM,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,29.5,44.5,-1.8,25.1,163.7,30.6,16.4,,,,
Nathan MacKinnon,COL,C,Daily Faceoff,2021-01-04 20:06:43.044721,28.5,43.1,11.0,24.2,239.5,35.4,20.8,,,,
Artemi Panarin,NYR,LW,Daily Faceoff,2021-01-04 20:06:43.044721,22.5,44.0,17.9,15.7,156.0,13.4,13.4,,,,
Evgeni Malkin,PIT,C,Daily Faceoff,2021-01-04 20:06:43.044721,23.6,42.7,3.4,19.9,172.5,39.4,24.5,,,,
Brad Marchand,BOS,LW,Daily Faceoff,2021-01-04 20:06:43.044721,24.2,41.2,15.6,18.3,154.3,35.4,18.3,,,,
Mikko Rantanen,COL,RW,Daily Faceoff,2021-01-04 20:06:43.044721,23.7,40.9,4.9,20.6,148.3,36.9,27.3,,,,
Sidney Crosby,PIT,C,Daily Faceoff,2021-01-04 20:06:43.044721,24.2,40.2,5.5,20.8,166.0,53.5,24.6,,,,
Steven Stamkos,TB,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,27.1,36.8,9.3,22.4,160.5,52.1,29.2,,,,
Mitch Marner,TOR,RW,Daily Faceoff,2021-01-04 20:06:43.044721,18.1,45.8,5.0,19.3,164.7,27.2,31.3,,,,
Auston Matthews,TOR,C,Daily Faceoff,2021-01-04 20:06:43.044721,35.1,28.6,7.3,15.8,223.4,23.3,53.7,,,,
Patrick Kane,CHI,RW,Daily Faceoff,2021-01-04 20:06:43.044721,25.6,37.1,0.2,17.6,211.9,16.2,11.7,,,,
Jack Eichel,BUF,C,Daily Faceoff,2021-01-04 20:06:43.044721,23.3,34.8,1.7,19.2,216.0,45.1,35.6,,,,
Johnny Gaudreau,CGY,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,19.2,38.4,2.4,16.0,158.4,6.7,9.5,,,,
Mark Stone,VGS,RW,Daily Faceoff,2021-01-04 20:06:43.044721,23.3,34.1,12.8,14.1,153.4,53.2,47.7,,,,
Sebastian Aho,CAR,C,Daily Faceoff,2021-01-04 20:06:43.044721,24.4,32.9,10.7,14.2,174.1,51.5,18.0,,,,
Aleksander Barkov,FLA,C,Daily Faceoff,2021-01-04 20:06:43.044721,20.9,35.9,2.0,16.3,155.8,19.4,40.1,,,,
Elias Pettersson,VAN,C,Daily Faceoff,2021-01-04 20:06:43.044721,22.9,32.5,7.5,16.8,127.0,43.5,38.8,,,,
Blake Wheeler,WPG,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,16.7,38.2,3.5,20.0,155.9,64.1,37.6,,,,
John Tavares,TOR,C,Daily Faceoff,2021-01-04 20:06:43.044721,25.1,29.3,4.6,14.3,188.6,35.5,32.8,,,,
Mathew Barzal,NYI,C,Daily Faceoff,2021-01-04 20:06:43.044721,15.3,38.6,0.2,14.9,135.8,17.8,33.9,,,,
Alex Ovechkin,WSH,LW,Daily Faceoff,2021-01-04 20:06:43.044721,30.9,23.0,0.7,18.1,243.6,140.9,22.4,,,,
Taylor Hall,BUF,LW,Daily Faceoff,2021-01-04 20:06:43.044721,19.7,34.0,-1.3,17.1,196.5,45.7,30.4,,,,
Brayden Point,TB,C,Daily Faceoff,2021-01-04 20:06:43.044721,23.2,30.3,18.0,13.7,134.2,19.8,31.8,,,,
Mark Scheifele,WPG,C,Daily Faceoff,2021-01-04 20:06:43.044721,20.4,32.9,9.0,12.5,128.4,38.1,33.0,,,,
Jake Guentzel,PIT,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,27.5,25.7,11.1,9.5,169.9,72.5,31.7,,,,
Jonathan Huberdeau,FLA,LW,Daily Faceoff,2021-01-04 20:06:43.044721,16.9,34.8,-2.8,18.2,141.1,35.3,25.3,,,,
Matthew Tkachuk,CGY,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,19.7,31.1,3.4,15.7,151.8,86.9,13.5,,,,
David Pastrnak,BOS,RW,Daily Faceoff,2021-01-04 20:06:43.044721,23.7,27.1,7.6,15.9,160.9,33.7,16.5,,,,
Kyle Connor,WPG,LW,Daily Faceoff,2021-01-04 20:06:43.044721,27.3,23.3,1.2,12.2,177.4,12.1,17.3,,,,
Ryan Nugent-Hopkins,EDM,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,18.0,32.3,0.0,14.2,151.2,39.9,32.7,,,,
Mika Zibanejad,NYR,C,Daily Faceoff,2021-01-04 20:06:43.044721,23.3,26.5,6.8,16.2,180.6,69.9,48.0,,,,
Teuvo Teravainen,CAR,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,13.7,35.8,14.0,16.2,136.6,20.2,19.2,,,,
Andrei Svechnikov,CAR,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,18.1,31.0,7.4,15.8,153.1,97.0,22.6,,,,
Nicklas Backstrom,WSH,C,Daily Faceoff,2021-01-04 20:06:43.044721,13.6,35.4,4.2,18.1,114.3,30.2,28.9,,,,
J.T. Miller,VAN,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,16.9,32.0,3.7,17.0,120.0,104.4,25.1,,,,
Evgeny Kuznetsov,WSH,C,Daily Faceoff,2021-01-04 20:06:43.044721,14.8,33.2,2.1,14.7,125.3,32.2,15.3,,,,
Sean Couturier,PHI,C,Daily Faceoff,2021-01-04 20:06:43.044721,19.4,28.3,13.8,9.9,143.7,39.4,29.4,,,,
Patrice Bergeron,BOS,C,Daily Faceoff,2021-01-04 20:06:43.044721,21.0,26.6,16.4,14.3,194.1,39.7,40.5,,,,
Patrick Laine,WPG,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,27.9,19.7,-0.2,16.3,184.7,64.7,31.3,,,,
Dylan Larkin,DET,C,Daily Faceoff,2021-01-04 20:06:43.044721,17.1,29.9,-8.8,9.0,181.9,51.0,30.7,,,,
Claude Giroux,PHI,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,15.3,31.5,5.2,18.5,138.0,28.8,14.5,,,,
Sean Monahan,CGY,C,Daily Faceoff,2021-01-04 20:06:43.044721,21.0,25.3,-1.3,13.2,140.6,30.7,15.9,,,,
Max Pacioretty,VGS,LW,Daily Faceoff,2021-01-04 20:06:43.044721,23.1,23.3,10.1,10.5,209.7,88.0,23.2,,,,
Brock Boeser,VAN,RW,Daily Faceoff,2021-01-04 20:06:43.044721,21.5,24.4,-0.9,13.0,166.5,21.2,17.9,,,,
Gabriel Landeskog,COL,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,18.9,27.0,8.5,13.2,152.4,94.7,40.0,,,,
William Nylander,TOR,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,17.4,28.3,2.2,13.0,154.3,15.3,13.4,,,,
Erik Karlsson,SJ,D,Daily Faceoff,2021-01-04 20:06:43.044721,9.4,36.5,-4.6,15.8,148.4,36.0,73.5,,,,
Anze Kopitar,LA,C,Daily Faceoff,2021-01-04 20:06:43.044721,14.5,30.5,-0.4,14.7,113.0,41.6,43.2,,,,
Torey Krug,STL,D,Daily Faceoff,2021-01-04 20:06:43.044721,7.6,37.1,-3.2,20.6,152.5,49.4,57.3,,,,
Tomas Tatar,MTL,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,17.8,26.8,9.8,8.1,134.9,58.9,20.4,,,,
John Carlson,WSH,D,Daily Faceoff,2021-01-04 20:06:43.044721,8.9,35.5,8.0,21.2,146.1,37.3,100.0,,,,
Jonathan Marchessault,VGS,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,20.1,24.1,11.0,10.8,189.7,71.9,14.6,,,,
Kirill Kaprizov,MIN,LW,Daily Faceoff,2021-01-04 20:06:43.044721,19.7,24.6,-6.3,4.2,140.5,19.3,19.0,,,,
Brayden Schenn,STL,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,17.0,27.2,3.6,12.2,123.1,93.3,21.6,,,,
Roman Josi,NSH,D,Daily Faceoff,2021-01-04 20:06:43.044721,12.2,32.0,11.7,13.8,193.5,46.1,94.6,,,,
Cale Makar,COL,D,Daily Faceoff,2021-01-04 20:06:43.044721,6.8,36.8,14.5,11.1,116.4,30.6,32.0,,,,
Oliver Bjorkstrand,CBJ,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,21.3,21.6,5.4,6.5,185.4,51.8,32.1,,,,
Timo Meier,SJ,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,19.0,24.0,-4.9,6.9,171.2,96.8,29.7,,,,
Pierre-Luc Dubois,CBJ,C,Daily Faceoff,2021-01-04 20:06:43.044721,16.8,26.1,5.7,9.6,128.4,77.7,35.2,,,,
Alexis Lafrienere,NYR,LW,Daily Faceoff,2021-01-04 20:06:43.044721,16.3,26.5,7.2,9.1,134.2,86.7,31.4,,,,
Alexander Radulov,DAL,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,16.7,25.9,9.0,11.9,131.5,43.6,44.5,,,,
Victor Hedman,TB,D,Daily Faceoff,2021-01-04 20:06:43.044721,9.2,33.4,16.5,18.3,135.9,68.8,82.6,,,,
Filip Forsberg,NSH,LW,Daily Faceoff,2021-01-04 20:06:43.044721,20.1,22.5,4.9,9.1,163.2,71.9,23.5,,,,
David Perron,STL,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,16.1,26.2,2.2,14.8,125.5,53.7,14.4,,,,
Jaden Schwartz,STL,LW,Daily Faceoff,2021-01-04 20:06:43.044721,16.4,25.8,5.1,8.2,131.5,47.1,24.7,,,,
Jakub Voracek,PHI,RW,Daily Faceoff,2021-01-04 20:06:43.044721,11.8,30.4,-2.9,15.1,135.3,14.3,17.1,,,,
Ryan O'Reilly,STL,C,Daily Faceoff,2021-01-04 20:06:43.044721,13.8,28.4,12.1,14.4,127.8,17.1,28.3,,,,
Victor Olofsson,BUF,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,19.5,22.6,0.0,14.9,139.3,11.3,17.9,,,,
Anthony Mantha,DET,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,20.4,21.7,-4.7,9.6,164.8,65.0,26.4,,,,
Ryan Getzlaf,ANA,C,Daily Faceoff,2021-01-04 20:06:43.044721,12.0,30.0,-4.4,8.1,104.4,98.5,53.1,,,,
Mike Hoffman,STL,RW,Daily Faceoff,2021-01-04 20:06:43.044721,19.0,22.6,3.6,17.4,161.1,25.0,17.5,,,,
Bo Horvat,VAN,C,Daily Faceoff,2021-01-04 20:06:43.044721,18.1,23.4,-7.0,12.3,145.9,42.1,46.5,,,,
Kevin Fiala,MIN,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,17.5,24.0,-0.7,13.3,159.0,26.2,17.0,,,,
Evgenii Dadonov,OTT,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,19.5,21.9,-0.7,11.0,136.2,22.0,24.5,,,,
Bryan Rust,PIT,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,19.1,22.2,14.3,12.5,153.6,72.2,35.6,,,,
Rickard Rakell,ANA,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,18.7,22.4,-3.2,9.6,157.1,71.6,25.0,,,,
Alex DeBrincat,CHI,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,21.9,19.1,-1.0,13.1,153.2,33.5,17.6,,,,
Tyson Barrie,EDM,D,Daily Faceoff,2021-01-04 20:06:43.044721,9.5,31.5,-6.5,16.5,145.8,34.8,64.0,,,,
Quinn Hughes,VAN,D,Daily Faceoff,2021-01-04 20:06:43.044721,6.4,34.5,-8.2,20.1,104.3,5.8,38.1,,,,
Jamie Benn,DAL,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,18.1,22.5,3.8,12.0,135.2,91.6,40.4,,,,
Nikita Gusev,NJ,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,12.0,28.6,-6.4,11.4,145.9,11.1,6.5,,,,
Kailer Yamamoto,EDM,RW,Daily Faceoff,2021-01-04 20:06:43.044721,13.4,27.0,35.3,2.1,89.3,91.3,26.4,,,,
Kris Letang,PTI,D,Daily Faceoff,2021-01-04 20:06:43.044721,10.0,30.4,1.1,12.7,166.0,89.4,85.0,,,,
Dominik Kubalik,CHI,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,22.9,17.4,1.5,8.2,163.2,72.5,15.6,,,,
Phil Kessel,ARI,RW,Daily Faceoff,2021-01-04 20:06:43.044721,13.7,26.2,-8.2,14.9,121.4,8.7,15.9,,,,
Nick Suzuki,MTL,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,14.7,25.1,-9.6,11.6,151.2,53.7,26.8,,,,
Brady Tkachuk,OTT,LW,Daily Faceoff,2021-01-04 20:06:43.044721,18.7,21.0,-9.5,7.6,205.0,204.5,29.6,,,,
Logan Couture,SJ,C,Daily Faceoff,2021-01-04 20:06:43.044721,17.8,21.9,0.6,10.6,141.0,41.6,46.6,,,,
Reilly Smith,VGS,RW,Daily Faceoff,2021-01-04 20:06:43.044721,16.5,23.2,16.1,7.8,134.1,35.3,22.9,,,,
David Krejci,BOS,C,Daily Faceoff,2021-01-04 20:06:43.044721,12.1,27.5,3.7,9.5,96.7,26.4,27.5,,,,
Nikolaj Ehlers,WPG,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,17.9,21.8,5.8,6.8,150.0,27.3,18.7,,,,
Elias Lindholm,CGY,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,14.5,25.0,8.2,14.5,129.2,64.4,29.5,,,,
Jack Hughes,NJ,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,12.4,26.9,-10.3,10.2,154.7,11.3,19.7,,,,
Thomas Chabot,OTT,D,Daily Faceoff,2021-01-04 20:06:43.044721,9.4,29.9,-11.9,10.3,152.3,61.6,80.9,,,,
Sam Reinhart,BUF,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,15.8,23.3,-4.6,11.3,124.4,29.6,28.2,,,,
Travis Konecny,PHI,RW,Daily Faceoff,2021-01-04 20:06:43.044721,17.2,21.8,2.9,8.6,131.5,59.2,33.7,,,,
Jason Zucker,PIT,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,16.9,22.2,-3.7,8.9,133.1,66.6,11.1,,,,
Cam Atkinson,CBJ,RW,Daily Faceoff,2021-01-04 20:06:43.044721,21.3,17.6,7.6,9.2,184.9,21.4,21.2,,,,
Ryan Strome,NYR,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,12.6,26.3,8.0,10.4,122.7,45.1,29.0,,,,
Tomas Hertl,SJ,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,16.8,22.1,-5.8,7.8,129.2,36.1,39.2,,,,
William Karlsson,VGS,C,Daily Faceoff,2021-01-04 20:06:43.044721,16.7,22.2,15.0,8.3,120.8,34.2,33.9,,,,
Morgan Rielly,TOR,D,Daily Faceoff,2021-01-04 20:06:43.044721,7.4,31.5,7.1,14.6,151.8,42.3,76.2,,,,
Evander Kane,SJ,LW,Daily Faceoff,2021-01-04 20:06:43.044721,19.1,19.5,-6.4,9.7,200.9,127.8,20.8,,,,
Cody Glass,VGS,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,11.6,26.9,7.1,9.0,115.9,27.4,11.0,,,,
Ondrej Palat,TB,LW,Daily Faceoff,2021-01-04 20:06:43.044721,13.3,24.7,11.2,8.0,112.9,106.3,47.3,,,,
Josh Bailey,NYI,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,10.9,27.0,-3.5,11.4,96.0,15.5,29.3,,,,
Chris Kreider,NYR,LW,Daily Faceoff,2021-01-04 20:06:43.044721,19.0,18.9,4.2,9.4,141.7,108.4,33.0,,,,
Anders Lee,NYI,LW,Daily Faceoff,2021-01-04 20:06:43.044721,21.2,16.6,2.1,10.6,153.9,92.4,33.4,,,,
Viktor Arvidsson,NSH,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,20.7,16.9,9.0,4.8,154.8,18.6,27.4,,,,
Pavel Buchnevich,NYR,RW,Daily Faceoff,2021-01-04 20:06:43.044721,15.3,22.4,-3.0,10.6,118.7,56.2,22.7,,,,
Nico Hischier,NJ,C,Daily Faceoff,2021-01-04 20:06:43.044721,14.2,23.4,-1.6,6.7,129.0,43.8,33.4,,,,
Jakub Vrana,WSH,LW,Daily Faceoff,2021-01-04 20:06:43.044721,18.9,18.6,8.5,6.1,134.2,29.3,18.5,,,,
Brent Burns,SJ,D,Daily Faceoff,2021-01-04 20:06:43.044721,13.8,23.7,-6.0,14.3,206.5,58.1,85.8,,,,
Tyler Bertuzzi,DET,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,15.9,21.6,-5.5,6.8,111.7,65.1,34.8,,,,
John Klingberg,DAL,D,Daily Faceoff,2021-01-04 20:06:43.044721,6.9,30.5,1.6,12.8,110.5,28.9,69.0,,,,
Nazem Kadri,COL,C,Daily Faceoff,2021-01-04 20:06:43.044721,17.7,19.5,1.9,10.9,151.7,68.9,13.8,,,,
Phillip Danault,MTL,C,Daily Faceoff,2021-01-04 20:06:43.044721,9.3,28.0,12.9,3.0,98.1,79.8,36.2,,,,
Jordan Eberle,NYI,RW,Daily Faceoff,2021-01-04 20:06:43.044721,16.4,20.8,0.0,8.5,131.4,32.6,28.5,,,,
Kevin Hayes,PHI,C,Daily Faceoff,2021-01-04 20:06:43.044721,16.2,20.9,0.6,5.9,126.0,44.1,20.1,,,,
Brendan Gallagher,MTL,RW,Daily Faceoff,2021-01-04 20:06:43.044721,20.7,16.4,1.5,6.6,209.2,69.8,26.2,,,,
Kasperi Kapanen,PIT,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,15.0,21.9,4.6,2.7,130.2,62.0,13.5,,,,
Max Domi,CBJ,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,12.7,23.9,2.4,7.3,124.5,31.4,18.7,,,,
Joe Pavelski,DAL,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,15.2,21.3,2.4,12.2,122.3,61.8,44.7,,,,
T.J. Oshie,WSH,RW,Daily Faceoff,2021-01-04 20:06:43.044721,15.1,21.2,2.9,9.4,105.4,90.7,43.7,,,,
Anthony Beauvillier,NYI,LW,Daily Faceoff,2021-01-04 20:06:43.044721,20.1,16.1,-0.7,6.8,158.6,73.7,28.2,,,,
Clayton Keller,ARI,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,12.5,23.6,-8.1,12.5,137.7,9.9,14.3,,,,
Andreas Johnsson,NJ,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,15.6,20.5,-6.8,5.5,118.2,58.5,32.4,,,,
Kyle Palmieri,NJ,RW,Daily Faceoff,2021-01-04 20:06:43.044721,18.6,17.4,-2.4,13.4,145.6,75.5,30.4,,,,
Martin Necas,CAR,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,14.1,21.7,-5.3,8.9,95.6,64.2,18.8,,,,
Robert Thomas,STL,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,9.1,26.7,2.8,6.0,79.8,12.4,16.7,,,,
Andre Burakovsky,COL,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,14.3,21.2,6.4,4.8,103.1,34.2,29.5,,,,
Mikael Backlund,CGY,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,13.0,22.4,4.5,6.9,138.6,36.8,21.2,,,,
Gabriel Vilardi,LA,C,Daily Faceoff,2021-01-04 20:06:43.044721,13.8,21.7,-7.0,6.1,106.4,9.6,32.1,,,,
Zach Parise,MIN,LW,Daily Faceoff,2021-01-04 20:06:43.044721,17.2,18.2,-3.5,9.0,147.8,31.4,45.6,,,,
Ondrej Kase,BOS,RW,Daily Faceoff,2021-01-04 20:06:43.044721,17.6,17.7,4.1,3.1,154.3,23.3,21.7,,,,
Ryan Johansen,NSH,C,Daily Faceoff,2021-01-04 20:06:43.044721,9.1,26.2,2.9,10.1,86.3,49.5,19.9,,,,
Mikael Granlund,NSH,LW,Daily Faceoff,2021-01-04 20:06:43.044721,12.9,22.3,0.3,11.0,126.7,33.4,34.6,,,,
Nick Schmaltz,ARI,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,10.7,24.5,-2.4,8.9,81.3,8.9,25.4,,,,
Anthony Cirelli,TB,C,Daily Faceoff,2021-01-04 20:06:43.044721,15.1,20.1,19.8,2.5,98.9,76.7,40.2,,,,
Paul Stastny,WPG,C,Daily Faceoff,2021-01-04 20:06:43.044721,12.4,22.8,3.3,5.8,99.4,39.7,21.2,,,,
Rasmus Dahlin,BUF,D,Daily Faceoff,2021-01-04 20:06:43.044721,5.5,29.7,-8.1,15.1,111.6,64.1,44.2,,,,
Brock Nelson,NYI,C,Daily Faceoff,2021-01-04 20:06:43.044721,17.4,17.7,2.9,5.7,133.9,40.1,39.9,,,,
Miro Heiskanen,DAL,D,Daily Faceoff,2021-01-04 20:06:43.044721,8.2,27.0,13.0,8.1,127.4,51.7,67.7,,,,
Eeli Tolvanen,NSH,RW,Daily Faceoff,2021-01-04 20:06:43.044721,17.1,17.8,-3.1,7.7,164.1,67.9,18.9,,,,
Tanner Pearson,VAN,LW,Daily Faceoff,2021-01-04 20:06:43.044721,15.5,19.5,-2.5,8.1,131.1,78.9,33.7,,,,
Eric Staal,BUF,C,Daily Faceoff,2021-01-04 20:06:43.044721,13.6,21.2,-6.1,9.8,120.1,23.8,18.3,,,,
Marcus Johansson,MIN,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,11.1,23.4,0.7,7.7,85.1,26.1,17.5,,,,
Dougie Hamilton,CAR,D,Daily Faceoff,2021-01-04 20:06:43.044721,13.0,21.5,8.2,8.7,203.5,85.9,68.1,,,,
Matt Duchene,NSH,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,14.7,19.8,-5.9,7.6,116.0,30.0,26.8,,,,
Jonathan Drouin,MTL,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,11.0,23.3,-8.5,11.1,113.4,37.8,15.4,,,,
Kevin Labanc,SJ,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,11.5,22.7,-9.8,12.0,122.5,37.9,16.7,,,,
Jake DeBrusk,BOS,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,17.8,16.3,3.9,7.5,131.9,43.0,18.6,,,,
Ilya Mikheyev,TOR,LW,Daily Faceoff,2021-01-04 20:06:43.044721,12.6,21.4,10.1,4.7,140.1,37.2,18.6,,,,
Seth Jones,CBJ,D,Daily Faceoff,2021-01-04 20:06:43.044721,7.8,26.3,5.3,9.1,141.7,64.0,99.2,,,,
Zach Werenski,CBJ,D,Daily Faceoff,2021-01-04 20:06:43.044721,11.5,22.4,4.1,11.1,149.2,40.2,65.4,,,,
Patric Hornqvist,FLA,RW,Daily Faceoff,2021-01-04 20:06:43.044721,17.3,16.6,5.1,10.0,179.8,133.7,43.3,,,,
Alex Pietrangelo,VGS,D,Daily Faceoff,2021-01-04 20:06:43.044721,8.7,24.8,4.5,11.3,142.9,35.3,99.5,,,,
Vincent Trocheck,CAR,C,Daily Faceoff,2021-01-04 20:06:43.044721,13.1,20.1,-7.8,8.7,131.1,83.8,29.7,,,,
Dylan Cozens,BUF,C,Daily Faceoff,2021-01-04 20:06:43.044721,12.4,20.4,-7.9,4.4,104.1,49.2,10.5,,,,
Mats Zuccarello,MIN,RW,Daily Faceoff,2021-01-04 20:06:43.044721,10.6,22.3,-7.8,9.2,96.7,33.8,37.3,,,,
Ryan Ellis,NSH,D,Daily Faceoff,2021-01-04 20:06:43.044721,8.2,24.5,18.2,5.6,115.4,47.2,106.0,,,,
Dylan Strome,CHI,C/RW,Daily Faceoff,2021-01-04 20:06:43.044721,13.3,26.0,1.4,10.0,103.4,17.4,33.8,,,,
Tim Stuetzle,OTT,LW,Daily Faceoff,2021-01-04 20:06:43.044721,9.0,23.5,-4.7,6.7,78.7,10.1,21.0,,,,
Keith Yandle,FLA,D,Daily Faceoff,2021-01-04 20:06:43.044721,4.3,28.3,-2.8,15.3,109.4,19.0,48.5,,,,
Dustin Brown,LA,RW,Daily Faceoff,2021-01-04 20:06:43.044721,13.5,19.0,0.7,6.3,138.7,125.0,20.1,,,,
Charlie McAvoy,BOS,D,Daily Faceoff,2021-01-04 20:06:43.044721,5.9,26.4,17.7,7.6,79.9,110.6,93.9,,,,
Adam Henrique,ANA,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,16.2,16.0,0.7,8.3,105.5,51.1,39.1,,,,
Dominik Kahun,EDM,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,11.8,20.2,7.3,1.7,105.4,8.5,23.1,,,,
Jeff Skinner,BUF,LW,Daily Faceoff,2021-01-04 20:06:43.044721,19.3,12.6,-8.7,6.8,177.4,23.6,13.8,,,,
Zach Hyman,TOR,C/LW,Daily Faceoff,2021-01-04 20:06:43.044721,14.0,17.9,14.0,1.5,116.9,79.6,34.4,,,,
Jesse Puljujarvi,EDM,RW,Daily Faceoff,2021-01-04 20:06:43.044721,14.4,17.4,-3.7,3.8,159.2,64.1,30.2,,,,
Shea Theodore,VGS,D,Daily Faceoff,2021-01-04 20:06:43.044721,8.0,23.9,4.8,9.0,145.0,21.6,67.0,,,,
Conor Garland,ARI,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,19.5,12.2,1.0,8.6,153.3,32.8,20.5,,,,
Bobby Ryan,DET,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,12.3,19.3,-8.0,6.7,116.9,79.8,42.3,,,,
Joe Thornton,TOR,C,Daily Faceoff,2021-01-04 20:06:43.044721,8.5,23.1,-5.9,9.5,60.8,19.4,17.2,,,,
Shea Weber,MTL,D,Daily Faceoff,2021-01-04 20:06:43.044721,12.1,19.5,8.6,8.4,147.8,81.3,79.1,,,,
Robby Fabbri,DET,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,13.9,17.6,-10.1,6.9,108.7,66.6,13.6,,,,
Derek Stepan,ARI,C,Daily Faceoff,2021-01-04 20:06:43.044721,12.6,18.8,-3.3,6.8,132.4,34.2,37.5,,,,
Kaapo Kakko,NYR,RW,Daily Faceoff,2021-01-04 20:06:43.044721,13.9,17.5,-9.5,7.5,132.6,17.8,9.8,,,,
Denis Gurianov,DAL,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,18.7,12.6,3.1,8.7,138.2,46.8,13.4,,,,
Owen Tippett,FLA,RW,Daily Faceoff,2021-01-04 20:06:43.044721,14.5,16.5,-7.2,5.3,151.0,32.0,43.2,,,,
Mark Giordano,CGY,D,Daily Faceoff,2021-01-04 20:06:43.044721,8.2,22.8,11.7,9.3,130.3,47.5,111.7,,,,
Jesper Bratt,NJ,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,11.4,19.5,-6.7,7.0,89.5,33.4,20.2,,,,
Alex Killorn,TB,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,12.9,18.0,15.2,6.5,113.5,59.2,16.3,,,,
Yanni Gourde,TB,LW/RW,Daily Faceoff,2021-01-04 20:06:43.044721,12.5,18.4,9.2,6.1,82.4,47.8,20.2,,,,
Tony DeAngelo,NYR,D,Daily Faceoff,2021-01-04 20:06:43.044721,7.0,23.9,7.8,12.1,112.5,44.1,60.2,,,,
James van Riemsdyk,PHI,LW,Daily Faceoff,2021-01-04 20:06:43.044721,15.3,15.6,-2.1,7.5,128.5,23.8,13.7,,,,
