source,fetched_at,team,position,name,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,blocks,wins,saves,save_percentage,goals_against_average,shutouts
Daily Faceoff,2021-01-07 08:20:37.590158,CBJ,LW/RW,Gustav Nyquist,6.2,9.1,0.2,1.2,55.5,14.5,7.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,EDM,D,Caleb Jones,4.8,9.6,-9.3,1.7,56.8,51.0,61.6,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ARI,D,Jordan Oesterle,3.6,9.9,-7.0,2.8,71.4,49.0,94.5,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,SJS,D,Mario Ferraro,2.2,11.3,-7.3,0.0,63.1,120.2,58.1,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,MTL,D,Alexander Romanov,3.0,9.8,0.8,0.0,74.3,69.4,46.9,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,DET,D,Dan DeKeyser,3.7,9.2,-4.9,0.0,61.3,72.4,113.0,,,,,
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,G,John Gibson,,,,,,,,15.8,1122.2,0.9159999999999999,2.71,1.5
Daily Faceoff,2021-01-07 08:20:37.590158,ANA,G,Ryan Miller,,,,,,,,7.1,527.5,0.909,2.93,0.9
Daily Faceoff,2021-01-07 08:20:37.590158,ARI,G,Darcy Kuemper,,,,,,,,12.6,870.6,0.9209999999999999,2.49,2.5
Daily Faceoff,2021-01-07 08:20:37.590158,ARI,G,Antti Raanta,,,,,,,,10.9,751.3,0.917,2.62,1.1
Daily Faceoff,2021-01-07 08:20:37.590158,BOS,G,Tuukka Rask,,,,,,,,18.36,835.4,0.919,2.45,2.5
Daily Faceoff,2021-01-07 08:20:37.590158,BOS,G,Jaroslav Halak,,,,,,,,15.91,720.8,0.915,2.58,3.2
Daily Faceoff,2021-01-07 08:20:37.590158,BUF,G,Linus Ullmark,,,,,,,,14.9,919.9,0.91,2.84,1.3
Daily Faceoff,2021-01-07 08:20:37.590158,BUF,G,Carter Hutton,,,,,,,,9.6,688.4,0.9079999999999999,2.91,0.7
Daily Faceoff,2021-01-07 08:20:37.590158,CAR,G,Petr Mrazek,,,,,,,,17.8,823.6,0.909,2.75,2.8
Daily Faceoff,2021-01-07 08:20:37.590158,CAR,G,James Reimer,,,,,,,,15.6,711.4,0.9059999999999999,2.84,1.7
Daily Faceoff,2021-01-07 08:20:37.590158,CBJ,G,Elvis Merzlikins,,,,,,,,16.3,819.3,0.919,2.49,2.6
Daily Faceoff,2021-01-07 08:20:37.590158,CBJ,G,Joonas Korpisalo,,,,,,,,15.2,758.6,0.914,2.64,1.6
Daily Faceoff,2021-01-07 08:20:37.590158,CGY,G,Jacob Markstrom,,,,,,,,18.5,1011.5,0.914,2.64,1.2
Daily Faceoff,2021-01-07 08:20:37.590158,CGY,G,David Rittich,,,,,,,,10.3,558.9,0.909,2.8,0.5
Daily Faceoff,2021-01-07 08:20:37.590158,CHI,G,Collin Delia,,,,,,,,11.2,837.1,0.9059999999999999,3.1,1.1
Daily Faceoff,2021-01-07 08:20:37.590158,CHI,G,Malcolm Subban,,,,,,,,10.9,840.6,0.9009999999999999,3.3,0.4
Daily Faceoff,2021-01-07 08:20:37.590158,COL,G,Philipp Grubauer,,,,,,,,19.7,924.2,0.9179999999999999,2.58,2.7
Daily Faceoff,2021-01-07 08:20:37.590158,COL,G,Pavel Francouz,,,,,,,,14.8,692.4,0.917,2.61,1.0
Daily Faceoff,2021-01-07 08:20:37.590158,DAL,G,Ben Bishop,,,,,,,,9.3,494.9,0.9229999999999999,2.43,1.8
Daily Faceoff,2021-01-07 08:20:37.590158,DAL,G,Anton Khudobin,,,,,,,,18.6,986.6,0.92,2.52,1.2
Daily Faceoff,2021-01-07 08:20:37.590158,DET,G,Thomas Greiss,,,,,,,,11.2,897.7,0.912,2.89,1.2
Daily Faceoff,2021-01-07 08:20:37.590158,DET,G,Jonathan Bernier,,,,,,,,9.7,775.4,0.909,2.99,0.9
Daily Faceoff,2021-01-07 08:20:37.590158,EDM,G,Mikko Koskinen,,,,,,,,16.8,869.4,0.9109999999999999,2.83,1.9
Daily Faceoff,2021-01-07 08:20:37.590158,EDM,G,Mike Smith,,,,,,,,13.7,750.1,0.907,2.96,1.2
Daily Faceoff,2021-01-07 08:20:37.590158,FLA,G,Sergei Bobrovsky,,,,,,,,17.7,1121.5,0.912,2.77,2.7
Daily Faceoff,2021-01-07 08:20:37.590158,FLA,G,Chris Driedger,,,,,,,,6.9,486.7,0.9079999999999999,2.9,0.7
Daily Faceoff,2021-01-07 08:20:37.590158,LAK,G,Jonathan Quick,,,,,,,,14.3,903.9,0.91,2.79,1.8
Daily Faceoff,2021-01-07 08:20:37.590158,LAK,G,Cal Petersen,,,,,,,,10.8,677.2,0.909,2.82,1.1
Daily Faceoff,2021-01-07 08:20:37.590158,MIN,G,Cam Talbot,,,,,,,,15.7,903.8,0.912,2.73,2.0
Daily Faceoff,2021-01-07 08:20:37.590158,MIN,G,Alex Stalock,,,,,,,,10.0,674.9,0.9079999999999999,2.85,1.3
Daily Faceoff,2021-01-07 08:20:37.590158,MTL,G,Carey Price,,,,,,,,19.1,1102.7,0.91,2.8,2.2
Daily Faceoff,2021-01-07 08:20:37.590158,MTL,G,Jake Allen,,,,,,,,8.3,480.1,0.909,2.83,0.9
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,G,Corey Crawford,,,,,,,,11.2,811.4,0.917,2.62,1.0
Daily Faceoff,2021-01-07 08:20:37.590158,NJD,G,Mackenzie Blackwood,,,,,,,,10.9,811.5,0.9159999999999999,2.66,1.7
Daily Faceoff,2021-01-07 08:20:37.590158,NSH,G,Pekka Rinne,,,,,,,,15.1,797.3,0.915,2.65,2.1
Daily Faceoff,2021-01-07 08:20:37.590158,NSH,G,Juuse Saros,,,,,,,,14.8,796.0,0.917,2.57,3.3
Daily Faceoff,2021-01-07 08:20:37.590158,NYI,G,Semyon Varlamov,,,,,,,,15.4,912.0,0.914,2.68,1.5
Daily Faceoff,2021-01-07 08:20:37.590158,NYI,G,Ilya Sorokin,,,,,,,,11.1,656.2,0.915,2.65,1.0
Daily Faceoff,2021-01-07 08:20:37.590158,NYR,G,Igor Shesterkin,,,,,,,,18.4,1079.6,0.9209999999999999,2.57,1.7
Daily Faceoff,2021-01-07 08:20:37.590158,NYR,G,Alexandar Georgiev,,,,,,,,10.0,593.9,0.912,2.87,1.2
Daily Faceoff,2021-01-07 08:20:37.590158,OTT,G,Matt Murray,,,,,,,,14.8,1121.5,0.9129999999999999,2.89,1.2
Daily Faceoff,2021-01-07 08:20:37.590158,OTT,G,Anders Nilsson,,,,,,,,7.0,572.8,0.9079999999999999,3.05,0.6
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,G,Carter Hart,,,,,,,,18.9,1016.5,0.915,2.62,1.9
Daily Faceoff,2021-01-07 08:20:37.590158,PHI,G,Brian Elliott,,,,,,,,10.0,559.2,0.9059999999999999,2.9,0.8
Daily Faceoff,2021-01-07 08:20:37.590158,PIT,G,Tristan Jarry,,,,,,,,15.6,859.6,0.9159999999999999,2.63,2.3
Daily Faceoff,2021-01-07 08:20:37.590158,PIT,G,Casey DeSmith,,,,,,,,13.5,742.5,0.9129999999999999,2.72,2.6
Daily Faceoff,2021-01-07 08:20:37.590158,SJS,G,Devan Dubnyk,,,,,,,,14.6,857.0,0.91,2.73,1.6
Daily Faceoff,2021-01-07 08:20:37.590158,SJS,G,Martin Jones,,,,,,,,11.9,688.1,0.9059999999999999,2.86,1.4
Daily Faceoff,2021-01-07 08:20:37.590158,STL,G,Jordan Binnington,,,,,,,,21.3,1105.9,0.914,2.6,3.1
Daily Faceoff,2021-01-07 08:20:37.590158,STL,G,Ville Husso,,,,,,,,8.5,440.0,0.909,2.75,0.9
Daily Faceoff,2021-01-07 08:20:37.590158,TBL,G,Andrei Vasilevskiy,,,,,,,,28.3,1197.4,0.9209999999999999,2.51,4.1
Daily Faceoff,2021-01-07 08:20:37.590158,TBL,G,Curtis McElhinney,,,,,,,,6.9,432.4,0.909,2.89,0.9
Daily Faceoff,2021-01-07 08:20:37.590158,TOR,G,Frederik Andersen,,,,,,,,22.3,1168.8,0.9159999999999999,2.68,2.1
Daily Faceoff,2021-01-07 08:20:37.590158,TOR,G,Jack Campbell,,,,,,,,8.9,467.0,0.915,2.71,0.9
Daily Faceoff,2021-01-07 08:20:37.590158,VAN,G,Braden Holtby,,,,,,,,16.7,941.6,0.9109999999999999,2.87,1.5
Daily Faceoff,2021-01-07 08:20:37.590158,VAN,G,Thatcher Demko,,,,,,,,12.6,709.3,0.915,2.75,0.6
Daily Faceoff,2021-01-07 08:20:37.590158,VGK,G,Robin Lehner,,,,,,,,17.7,915.7,0.9209999999999999,2.38,3.0
Daily Faceoff,2021-01-07 08:20:37.590158,VGK,G,Marc-Andre Fleury,,,,,,,,12.3,634.1,0.915,2.56,2.2
Daily Faceoff,2021-01-07 08:20:37.590158,WPG,G,Connor Hellebuyck,,,,,,,,23.1,1245.2,0.919,2.61,3.0
Daily Faceoff,2021-01-07 08:20:37.590158,WPG,G,Laurent Brossoit,,,,,,,,5.1,409.2,0.9059999999999999,3.03,0.2
Daily Faceoff,2021-01-07 08:20:37.590158,WSH,G,Ilya Samsonov,,,,,,,,18.9,1023.0,0.917,2.57,1.7
Daily Faceoff,2021-01-07 08:20:37.590158,WSH,G,Vitek Vanecek,,,,,,,,10.1,564.0,0.91,2.79,0.6
