source,fetched_at,team,position,name,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,blocks,wins,saves,save_percentage,goals_against_average,shutouts
CBS,2021-01-07 08:20:41.125491,DET,C,Dylan Larkin,13.58,22.65,-9.53,5.09,134.26,,,,,,,
CBS,2021-01-07 08:20:41.125491,ANA,C,Ryan Getzlaf,10.34,22.64,-1.89,5.48,105.36,,,,,,,
CBS,2021-01-07 08:20:41.125491,ANA,C,Adam Henrique,18.44,13.36,-1.89,5.27,119.19,,,,,,,
CBS,2021-01-07 08:20:41.125491,CAR,LW,Steven Lorentz,12.98,18.6,3.34,4.48,103.62,,,,,,,
CBS,2021-01-07 08:20:41.125491,MIN,C,Marcus Johansson,9.65,22.2,5.4,3.83,82.27,,,,,,,
CBS,2021-01-07 08:20:41.125491,MON,C,Phillip Danault,9.08,24.22,4.0,1.98,112.7,,,,,,,
CBS,2021-01-07 08:20:41.125491,WAS,F,Philippe Maillet,12.63,18.1,1.59,4.36,103.75,,,,,,,
CBS,2021-01-07 08:20:41.125491,MIN,C,Nick Bonino,15.63,13.7,10.25,0.51,89.76,,,,,,,
CBS,2021-01-07 08:20:41.125491,STL,C,Robert Thomas,9.03,27.03,-3.05,3.33,78.5,,,,,,,
CBS,2021-01-07 08:20:41.125491,PHI,C,Scott Laughton,15.26,16.43,-0.92,0.0,84.38,,,,,,,
CBS,2021-01-07 08:20:41.125491,CAR,C,Vincent Trocheck,8.72,21.67,-0.28,3.14,121.79,,,,,,,
CBS,2021-01-07 08:20:41.125491,NSH,C,Matt Duchene,10.08,21.34,-3.01,5.98,126.42,,,,,,,
CBS,2021-01-07 08:20:41.125491,MON,C,Nick Suzuki,11.03,20.85,-5.13,7.91,120.0,,,,,,,
CBS,2021-01-07 08:20:41.125491,VAN,C,Adam Gaudette,11.41,15.68,1.92,4.85,55.33,,,,,,,
CBS,2021-01-07 08:20:41.125491,NJ,C,Pavel Zacha,7.71,22.13,5.9,4.01,78.8,,,,,,,
CBS,2021-01-07 08:20:41.125491,ARI,C,Nick Schmaltz,8.77,25.29,-6.69,5.65,71.09,,,,,,,
CBS,2021-01-07 08:20:41.125491,CLB,C,Max Domi,10.43,19.7,-3.45,6.06,139.07,,,,,,,
CBS,2021-01-07 08:20:41.125491,BUF,C,Eric Staal,12.88,19.96,-9.5,5.67,88.18,,,,,,,
CBS,2021-01-07 08:20:41.125491,ARI,C,Christian Dvorak,14.27,15.75,-0.57,4.45,95.26,,,,,,,
CBS,2021-01-07 08:20:41.125491,CAR,C,Morgan Geekie,14.7,14.82,3.13,2.24,74.27,,,,,,,
CBS,2021-01-07 08:20:41.125491,CAR,C,Martin Necas,13.48,17.19,-3.8,4.12,81.12,,,,,,,
CBS,2021-01-07 08:20:41.125491,EDM,C,Kyle Turris,8.5,20.63,0.8,5.6,77.18,,,,,,,
CBS,2021-01-07 08:20:41.125491,TB,C,Anthony Cirelli,12.44,18.08,0.21,2.06,96.7,,,,,,,
CBS,2021-01-07 08:20:41.125491,NSH,C,Ryan Johansen,10.31,17.53,-3.4,4.81,90.06,,,,,,,
CBS,2021-01-07 08:20:41.125491,CHI,C,Andrew Shaw,7.16,16.05,2.9,3.93,86.95,,,,,,,
CBS,2021-01-07 08:20:41.125491,BOS,C,Charlie Coyle,13.43,15.6,-0.55,2.21,130.78,,,,,,,
CBS,2021-01-07 08:20:41.125491,COL,C,Sheldon Dries,10.86,13.61,9.2,3.24,95.88,,,,,,,
CBS,2021-01-07 08:20:41.125491,WAS,C,Lars Eller,11.53,17.27,-5.55,2.84,129.38,,,,,,,
CBS,2021-01-07 08:20:41.125491,TB,LW,Yanni Gourde,10.44,15.58,0.21,2.75,101.71,,,,,,,
CBS,2021-01-07 08:20:41.125491,WAS,C,Brian Pinho,11.86,14.85,0.37,3.54,97.54,,,,,,,
CBS,2021-01-07 08:20:41.125491,MIN,C,Luke Johnson,11.71,14.21,3.17,3.1,96.77,,,,,,,
CBS,2021-01-07 08:20:41.125491,COL,LW,J.T. Compher,10.25,17.34,3.11,2.5,102.61,,,,,,,
CBS,2021-01-07 08:20:41.125491,LA,C,Jeff Carter,15.65,8.82,-0.92,3.12,191.29,,,,,,,
CBS,2021-01-07 08:20:41.125491,DAL,RW,Joel L'Esperance,12.8,13.52,-0.43,3.24,88.21,,,,,,,
CBS,2021-01-07 08:20:41.125491,VAN,C,Jayce Hawryluk,7.79,16.9,10.29,0.0,49.42,,,,,,,
CBS,2021-01-07 08:20:41.125491,MIN,C,Nico Sturm,11.1,15.56,3.0,2.41,73.24,,,,,,,
CBS,2021-01-07 08:20:41.125491,NSH,C,Luke Kunin,12.78,11.79,-2.6,1.24,122.15,,,,,,,
CBS,2021-01-07 08:20:41.125491,NSH,C,Calle Jarnkrok,11.57,13.56,0.28,4.03,126.71,,,,,,,
CBS,2021-01-07 08:20:41.125491,WPG,C,Paul Stastny,11.62,15.89,-7.88,4.67,123.86,,,,,,,
CBS,2021-01-07 08:20:41.125491,LA,C,Gabriel Vilardi,12.02,15.8,-7.43,4.23,108.94,,,,,,,
CBS,2021-01-07 08:20:41.125491,PIT,C,Jared McCann,11.08,16.64,-5.04,3.34,125.69,,,,,,,
CBS,2021-01-07 08:20:41.125491,TOR,C,Jason Spezza,8.45,14.49,3.48,4.01,74.12,,,,,,,
CBS,2021-01-07 08:20:41.125491,BOS,C,Jack Studnicka,9.0,13.32,5.9,2.36,116.49,,,,,,,
CBS,2021-01-07 08:20:41.125491,CGY,C,Derek Ryan,8.18,17.14,6.42,1.7,77.31,,,,,,,
CBS,2021-01-07 08:20:41.125491,MIN,C,Joel Eriksson Ek,7.8,17.86,5.23,0.5,96.87,,,,,,,
CBS,2021-01-07 08:20:41.125491,LA,RW,Adrian Kempe,8.65,14.97,-0.92,4.52,134.01,,,,,,,
CBS,2021-01-07 08:20:41.125491,OTT,C,Artem Anisimov,16.3,5.4,-0.78,4.47,91.83,,,,,,,
CBS,2021-01-07 08:20:41.125491,OTT,C,Chris Tierney,8.05,19.17,-0.78,1.11,73.89,,,,,,,
CBS,2021-01-07 08:20:41.125491,CAR,LW,Ryan Dzingel,6.99,17.04,-2.43,4.67,88.51,,,,,,,
CBS,2021-01-07 08:20:41.125491,TB,C,Tyler Johnson,10.93,12.05,0.21,3.75,103.85,,,,,,,
CBS,2021-01-07 08:20:41.125491,CGY,C,Sam Bennett,12.96,6.15,1.41,2.6,103.05,,,,,,,
CBS,2021-01-07 08:20:41.125491,TOR,C,Alexander Kerfoot,7.53,17.76,-1.14,1.49,78.01,,,,,,,
CBS,2021-01-07 08:20:41.125491,NYR,LW,Artemi Panarin,27.68,50.49,13.67,11.32,164.76,,,,,,,
CBS,2021-01-07 08:20:41.125491,CHI,RW,Patrick Kane,26.29,41.87,5.34,13.98,192.92,,,,,,,
CBS,2021-01-07 08:20:41.125491,TB,RW,Nikita Kucherov,25.12,45.34,0.21,12.92,189.61,,,,,,,
CBS,2021-01-07 08:20:41.125491,BOS,LW,Brad Marchand,24.45,42.88,0.14,10.29,156.4,,,,,,,
CBS,2021-01-07 08:20:41.125491,BOS,RW,David Pastrnak,30.98,31.51,-0.5,12.34,202.03,,,,,,,
CBS,2021-01-07 08:20:41.125491,COL,RW,Mikko Rantanen,25.4,33.76,3.11,12.65,177.65,,,,,,,
CBS,2021-01-07 08:20:41.125491,TOR,C,Mitchell Marner,14.59,48.28,0.45,14.16,155.07,,,,,,,
CBS,2021-01-07 08:20:41.125491,LV,LW,Max Pacioretty,26.31,26.52,3.18,9.18,300.12,,,,,,,
CBS,2021-01-07 08:20:41.125491,WAS,LW,Alex Ovechkin,37.34,14.39,-5.55,9.25,268.43,,,,,,,
CBS,2021-01-07 08:20:41.125491,PIT,RW,Bryan Rust,26.45,27.0,-3.54,9.91,153.92,,,,,,,
CBS,2021-01-07 08:20:41.125491,CGY,LW,Matthew Tkachuk,20.09,32.54,0.13,8.54,147.99,,,,,,,
CBS,2021-01-07 08:20:41.125491,LV,RW,Mark Stone,18.98,37.01,0.81,9.12,173.65,,,,,,,
CBS,2021-01-07 08:20:41.125491,PIT,C,Jake Guentzel,25.99,29.14,-5.04,8.64,189.6,,,,,,,
CBS,2021-01-07 08:20:41.125491,COL,LW,Gabriel Landeskog,20.19,28.46,3.11,10.39,168.15,,,,,,,
CBS,2021-01-07 08:20:41.125491,WPG,LW,Kyle Connor,28.16,24.18,-2.28,7.61,177.64,,,,,,,
CBS,2021-01-07 08:20:41.125491,STL,LW,David Perron,21.77,28.29,-3.65,11.8,147.51,,,,,,,
CBS,2021-01-07 08:20:41.125491,FLA,C,Jonathan Huberdeau,16.4,36.24,0.92,11.49,120.03,,,,,,,
