source,fetched_at,year,team,position,name,gp,toi,goals,assists,plus_minus,powerplay_points,shots_on_goal,hits,blocks,wins,saves,save_percentage,goals_against_average,shutouts
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,C,Connor McDavid,78.0,22.5,41.0,75.0,3.0,33.0,240.0,39.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,C,Nathan MacKinnon,82.0,22.05,41.0,58.0,20.0,37.0,365.0,54.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,"C,LW",Leon Draisaitl,82.0,22.35,50.0,55.0,2.0,29.0,231.0,57.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,LW,Artemi Panarin,79.0,19.51,28.0,59.0,14.0,18.0,191.0,14.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,LW,Alex Ovechkin,81.0,20.55,51.0,38.0,7.0,28.0,338.0,223.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,C,Jack Eichel,77.0,20.26,28.0,54.0,-11.0,26.0,303.0,70.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,C,Auston Matthews,68.0,18.33,37.0,36.0,-9.0,20.0,251.0,28.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,C,Sebastian Aho,82.0,20.09,30.0,53.0,25.0,24.0,243.0,65.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,RW,Patrick Kane,81.0,22.29,44.0,66.0,2.0,30.0,341.0,21.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,C,Sidney Crosby,79.0,20.59,35.0,65.0,18.0,29.0,220.0,85.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,"LW,RW",Andrei Svechnikov,82.0,14.38,20.0,17.0,0.0,5.0,189.0,123.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,C,Mika Zibanejad,82.0,20.33,30.0,44.0,-12.0,23.0,236.0,134.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,RW,Mikko Rantanen,74.0,20.5,31.0,56.0,13.0,33.0,193.0,59.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,C,Elias Pettersson,71.0,18.13,28.0,38.0,3.0,22.0,144.0,42.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,RW,Mitchell Marner,82.0,19.49,26.0,68.0,22.0,21.0,233.0,29.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,D,Victor Hedman,70.0,22.46,12.0,42.0,24.0,25.0,182.0,59.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,LW,Brad Marchand,79.0,19.37,36.0,64.0,15.0,34.0,231.0,46.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,"LW,RW",Jake Guentzel,82.0,19.21,40.0,36.0,13.0,11.0,227.0,105.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Wpg,"LW,RW",Patrik Laine,82.0,17.13,30.0,20.0,-24.0,23.0,245.0,70.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,C,Brayden Point,79.0,18.55,41.0,51.0,27.0,35.0,191.0,31.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,"LW,RW",Steven Stamkos,82.0,18.18,45.0,53.0,4.0,40.0,234.0,72.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,D,John Carlson,80.0,25.03,13.0,57.0,21.0,33.0,185.0,54.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,C,Evgeni Malkin,68.0,18.48,21.0,51.0,-25.0,26.0,187.0,54.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,LW,Jonathan Huberdeau,82.0,18.51,30.0,62.0,-14.0,34.0,226.0,57.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,C,John Tavares,82.0,19.05,47.0,41.0,19.0,19.0,286.0,59.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,"LW,RW",Matthew Tkachuk,80.0,17.35,34.0,43.0,14.0,24.0,207.0,104.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,LW,Max Pacioretty,66.0,17.0,22.0,18.0,-13.0,8.0,191.0,119.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,"C,LW",Gabriel Landeskog,73.0,21.08,34.0,41.0,17.0,27.0,243.0,120.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,D,Roman Josi,82.0,25.09,15.0,41.0,9.0,12.0,274.0,53.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,"LW,RW",J.T. Miller,75.0,14.39,13.0,34.0,8.0,20.0,108.0,115.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Wpg,"C,RW",Blake Wheeler,82.0,20.42,20.0,71.0,0.0,33.0,231.0,81.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ott,LW,Brady Tkachuk,71.0,16.01,22.0,23.0,-10.0,10.0,214.0,174.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,C,Patrice Bergeron,65.0,18.28,32.0,47.0,23.0,27.0,205.0,43.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,D,Dougie Hamilton,82.0,19.4,18.0,21.0,0.0,7.0,259.0,160.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,RW,Mark Stone,77.0,19.53,33.0,40.0,17.0,20.0,199.0,72.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,"LW,RW",Teuvo Teravainen,82.0,17.55,21.0,55.0,30.0,24.0,167.0,35.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,C,Aleksander Barkov,82.0,22.21,35.0,61.0,-3.0,31.0,206.0,28.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Wpg,C,Mark Scheifele,82.0,21.51,38.0,46.0,8.0,23.0,199.0,54.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,RW,David Pastrnak,66.0,18.45,38.0,43.0,6.0,33.0,235.0,57.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,"LW,RW",Johnny Gaudreau,82.0,20.04,36.0,63.0,18.0,27.0,245.0,12.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,C,Sean Couturier,80.0,22.07,33.0,43.0,2.0,17.0,223.0,40.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,D,Cale Makar,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,C,Ryan O'Reilly,82.0,20.45,28.0,49.0,22.0,22.0,234.0,31.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,SJ,D,Brent Burns,82.0,25.05,16.0,67.0,13.0,28.0,300.0,90.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,LW,Taylor Hall,33.0,19.41,11.0,26.0,-6.0,12.0,113.0,22.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,RW,Brendan Gallagher,82.0,16.23,33.0,19.0,10.0,7.0,302.0,126.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,C,Evgeny Kuznetsov,76.0,18.47,21.0,51.0,7.0,23.0,193.0,46.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,"C,RW",Elias Lindholm,81.0,20.02,27.0,51.0,30.0,26.0,182.0,82.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,"C,LW",Claude Giroux,82.0,21.27,22.0,63.0,9.0,23.0,229.0,28.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,LW,Filip Forsberg,64.0,18.36,28.0,22.0,8.0,10.0,217.0,100.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,SJ,LW,Evander Kane,75.0,18.24,30.0,26.0,-4.0,11.0,268.0,173.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,D,Alex Pietrangelo,71.0,24.04,13.0,28.0,2.0,15.0,168.0,62.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,"C,RW",Brayden Schenn,72.0,18.35,17.0,37.0,3.0,12.0,159.0,111.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Wpg,LW,Kyle Connor,82.0,19.15,34.0,32.0,-7.0,19.0,227.0,9.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,C,Pierre-Luc Dubois,82.0,17.42,27.0,34.0,16.0,9.0,174.0,115.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,RW,Tom Wilson,63.0,18.08,22.0,18.0,11.0,5.0,130.0,200.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,"C,LW",Ryan Nugent-Hopkins,82.0,20.06,28.0,41.0,-13.0,26.0,208.0,69.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,D,Kris Letang,65.0,25.57,16.0,40.0,13.0,19.0,206.0,116.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,D,Morgan Rielly,82.0,23.07,20.0,52.0,24.0,21.0,223.0,61.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,RW,Travis Konecny,82.0,15.15,24.0,25.0,-4.0,8.0,182.0,65.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,SJ,"LW,RW",Timo Meier,78.0,16.58,30.0,36.0,9.0,10.0,250.0,99.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,"LW,RW",Mike Hoffman,82.0,17.5,36.0,34.0,-24.0,35.0,253.0,42.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,SJ,C,Logan Couture,81.0,18.35,27.0,43.0,-6.0,18.0,204.0,65.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,LW,Anders Lee,82.0,17.05,28.0,23.0,20.0,16.0,204.0,103.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,C,Mathew Barzal,82.0,17.55,18.0,44.0,-5.0,18.0,179.0,25.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Det,C,Dylan Larkin,76.0,21.5,32.0,41.0,-6.0,15.0,287.0,80.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Wpg,D,Neal Pionk,73.0,21.09,6.0,20.0,-16.0,13.0,132.0,138.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,"C,LW",Jonathan Marchessault,82.0,18.08,25.0,34.0,2.0,16.0,278.0,98.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,C,Nicklas Backstrom,80.0,19.57,22.0,52.0,2.0,25.0,169.0,54.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,C,Nazem Kadri,73.0,16.11,16.0,28.0,-2.0,13.0,184.0,85.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,RW,Kailer Yamamoto,17.0,13.03,1.0,1.0,-6.0,1.0,13.0,18.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,"LW,RW",William Nylander,54.0,15.3,7.0,20.0,-4.0,6.0,130.0,16.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,C,Anze Kopitar,81.0,22.18,22.0,38.0,-20.0,19.0,156.0,59.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,D,Torey Krug,64.0,21.18,6.0,47.0,-2.0,30.0,151.0,53.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,D,Miro Heiskanen,82.0,23.06,12.0,21.0,-14.0,8.0,182.0,34.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,"LW,RW",Alex DeBrincat,82.0,17.42,41.0,35.0,0.0,24.0,220.0,35.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,RW,Kyle Palmieri,74.0,18.09,27.0,23.0,-9.0,18.0,224.0,98.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,D,Zach Werenski,82.0,22.53,11.0,33.0,-12.0,15.0,168.0,67.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,LW,Chris Kreider,79.0,17.24,28.0,24.0,4.0,12.0,201.0,159.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,C,Jonathan Toews,82.0,21.0,35.0,46.0,2.0,23.0,235.0,42.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,RW,Brock Boeser,69.0,19.09,26.0,30.0,-2.0,15.0,209.0,14.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,C,Sean Monahan,78.0,19.03,34.0,48.0,7.0,23.0,211.0,36.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,D,Seth Jones,75.0,25.49,9.0,37.0,1.0,10.0,184.0,106.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,LW,Jakub Vrana,82.0,14.02,24.0,23.0,20.0,4.0,161.0,47.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,C,Bo Horvat,82.0,20.5,27.0,34.0,-4.0,18.0,227.0,62.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,D,Shea Weber,58.0,23.29,14.0,19.0,15.0,6.0,166.0,129.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,D,Ivan Provorov,82.0,25.06,7.0,19.0,-16.0,2.0,145.0,123.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,"C,LW",Jamie Benn,78.0,18.13,27.0,26.0,14.0,11.0,189.0,142.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,"LW,RW",Alexander Radulov,70.0,19.46,29.0,43.0,22.0,23.0,209.0,60.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,SJ,D,Erik Karlsson,53.0,24.29,3.0,42.0,6.0,20.0,169.0,43.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,"LW,RW",David Perron,57.0,17.05,23.0,23.0,3.0,14.0,112.0,52.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,D,Shea Theodore,79.0,20.06,12.0,25.0,-4.0,9.0,202.0,27.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,"C,RW",Ryan Strome,81.0,15.34,19.0,16.0,-3.0,7.0,110.0,76.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,"LW,RW",Kevin Fiala,83.0,15.38,13.0,26.0,-23.0,11.0,174.0,42.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,D,Jeff Petry,82.0,23.07,13.0,33.0,-5.0,11.0,172.0,190.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,LW,Jaden Schwartz,69.0,18.07,11.0,25.0,-6.0,5.0,183.0,61.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,D,Quinn Hughes,5.0,18.04,0.0,3.0,0.0,2.0,6.0,1.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,RW,Patric Hornqvist,69.0,15.28,18.0,19.0,-3.0,12.0,197.0,150.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Chi,"LW,RW",Dominik Kubalik,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,SJ,"C,LW",Tomas Hertl,77.0,19.01,35.0,39.0,5.0,15.0,176.0,53.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,D,Rasmus Dahlin,82.0,21.09,9.0,35.0,-13.0,20.0,177.0,97.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Was,RW,T.J. Oshie,69.0,18.36,25.0,29.0,5.0,14.0,143.0,133.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,LW,Alexis Lafreniere,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,LW,Ondrej Palat,64.0,14.53,8.0,26.0,4.0,8.0,100.0,104.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,"LW,RW",Blake Coleman,78.0,17.0,22.0,14.0,-19.0,3.0,213.0,225.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,"C,LW",Max Domi,82.0,17.22,28.0,44.0,20.0,11.0,203.0,53.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,RW,Cam Atkinson,80.0,19.22,41.0,28.0,3.0,14.0,295.0,27.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,RW,Reilly Smith,74.0,18.16,19.0,34.0,13.0,14.0,178.0,39.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,D,Oliver Ekman-Larsson,81.0,23.38,14.0,30.0,-16.0,19.0,176.0,162.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,D,Tony DeAngelo,61.0,19.19,4.0,26.0,6.0,10.0,111.0,54.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,C,Brock Nelson,82.0,17.58,25.0,28.0,20.0,8.0,181.0,51.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,"LW,RW",Victor Olofsson,6.0,18.01,2.0,2.0,1.0,2.0,21.0,2.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYI,D,Ryan Pulock,82.0,22.21,9.0,28.0,21.0,9.0,180.0,143.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,C,Anthony Cirelli,82.0,14.5,19.0,20.0,25.0,1.0,123.0,94.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,RW,Josh Anderson,82.0,17.01,27.0,20.0,25.0,7.0,230.0,214.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,"C,RW",Matt Duchene,73.0,18.5,31.0,39.0,-3.0,14.0,172.0,28.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,D,Charlie McAvoy,54.0,22.1,7.0,21.0,14.0,2.0,79.0,92.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,"LW,RW",Tomas Tatar,80.0,16.24,25.0,33.0,21.0,8.0,195.0,77.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,D,John Klingberg,64.0,24.31,10.0,35.0,6.0,20.0,153.0,42.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,D,Tyson Barrie,78.0,21.46,14.0,45.0,-3.0,25.0,218.0,48.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,"LW,RW",Viktor Arvidsson,58.0,19.08,34.0,14.0,12.0,4.0,195.0,18.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,"C,RW",Sam Reinhart,82.0,18.57,22.0,43.0,-10.0,15.0,180.0,38.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,"LW,RW",Tyler Toffoli,82.0,17.12,13.0,21.0,-16.0,5.0,226.0,39.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,D,Adam Fox,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,RW,Dustin Brown,72.0,20.24,22.0,29.0,-17.0,12.0,180.0,150.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ott,D,Thomas Chabot,70.0,24.17,14.0,41.0,-12.0,16.0,185.0,71.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ott,"LW,RW",Evgenii Dadonov,82.0,18.22,28.0,42.0,-6.0,17.0,195.0,33.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,D,Rasmus Ristolainen,78.0,24.38,5.0,38.0,-41.0,17.0,182.0,235.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,"LW,RW",Oliver Bjorkstrand,77.0,12.2,23.0,13.0,8.0,3.0,161.0,43.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,C,William Karlsson,82.0,18.5,24.0,32.0,1.0,14.0,169.0,51.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,C,Nico Hischier,69.0,18.06,17.0,30.0,0.0,11.0,160.0,53.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,D,Ryan Ellis,82.0,24.0,7.0,34.0,21.0,5.0,149.0,71.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,D,Mark Giordano,78.0,24.14,17.0,57.0,39.0,21.0,221.0,58.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,LW,Kirill Kaprizov,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Anh,"LW,RW",Rickard Rakell,69.0,18.28,18.0,25.0,-13.0,13.0,194.0,82.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,LW,Jeff Skinner,82.0,18.31,40.0,23.0,0.0,16.0,268.0,31.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,"LW,RW",Bryan Rust,72.0,15.54,18.0,17.0,10.0,0.0,141.0,119.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Edm,D,Darnell Nurse,82.0,23.49,10.0,31.0,-5.0,9.0,196.0,162.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,D,Jacob Trouba,82.0,22.52,8.0,42.0,8.0,18.0,162.0,112.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Wpg,"LW,RW",Nikolaj Ehlers,62.0,15.45,21.0,16.0,2.0,7.0,158.0,27.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,"C,LW",Jack Hughes,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Det,"LW,RW",Anthony Mantha,67.0,17.49,25.0,23.0,-8.0,13.0,198.0,67.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,C,Phillip Danault,81.0,17.46,12.0,41.0,17.0,4.0,132.0,95.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,"LW,RW",Brandon Tanev,80.0,14.06,14.0,15.0,9.0,0.0,127.0,278.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,TB,D,Mikhail Sergachev,75.0,17.55,6.0,26.0,12.0,6.0,128.0,97.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cls,"LW,RW",Nick Foligno,73.0,17.42,17.0,18.0,12.0,4.0,141.0,175.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,D,Aaron Ekblad,82.0,23.38,13.0,24.0,1.0,10.0,180.0,114.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,RW,Vladimir Tarasenko,76.0,18.23,33.0,35.0,8.0,22.0,275.0,88.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Tor,"C,LW",Zach Hyman,71.0,17.16,21.0,20.0,16.0,0.0,144.0,102.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Fla,D,Keith Yandle,82.0,22.26,9.0,53.0,-17.0,39.0,199.0,47.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,LA,D,Drew Doughty,82.0,26.35,8.0,37.0,-34.0,24.0,154.0,168.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,LW,Lawson Crouse,81.0,12.56,11.0,14.0,5.0,0.0,131.0,288.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,StL,D,Colton Parayko,80.0,22.47,10.0,18.0,20.0,8.0,176.0,127.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Buf,C,Eric Staal,81.0,18.07,22.0,30.0,-7.0,15.0,215.0,41.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,C,Kevin Hayes,71.0,18.16,19.0,35.0,-2.0,11.0,156.0,58.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Phi,RW,Jakub Voracek,78.0,18.4,20.0,46.0,-16.0,18.0,210.0,17.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Mon,"C,RW",Nick Suzuki,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,LW,Zach Parise,74.0,18.4,28.0,33.0,-2.0,16.0,229.0,49.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Det,"LW,RW",Tyler Bertuzzi,73.0,16.3,21.0,26.0,11.0,6.0,131.0,76.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Pit,"LW,RW",Jason Zucker,81.0,17.04,21.0,21.0,-9.0,14.0,214.0,87.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,RW,Phil Kessel,82.0,17.58,27.0,55.0,-19.0,36.0,215.0,12.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,"LW,RW",Andre Burakovsky,76.0,11.07,12.0,13.0,2.0,1.0,100.0,35.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Bos,RW,Craig Smith,76.0,15.07,21.0,17.0,11.0,8.0,205.0,77.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,D,Ryan Suter,82.0,26.41,7.0,40.0,-8.0,15.0,136.0,78.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Dal,"LW,RW",Denis Gurianov,21.0,10.52,1.0,3.0,-3.0,1.0,23.0,23.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Nsh,C,Ryan Johansen,80.0,19.33,14.0,50.0,7.0,16.0,136.0,95.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Ari,"LW,RW",Clayton Keller,82.0,18.14,14.0,33.0,-21.0,19.0,200.0,16.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Van,LW,Tanner Pearson,80.0,14.03,18.0,9.0,-15.0,5.0,147.0,128.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Min,D,Matt Dumba,32.0,23.22,12.0,10.0,-5.0,12.0,93.0,60.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NJ,"LW,RW",Nikita Gusev,,,,,,,,,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,NYR,RW,Pavel Buchnevich,64.0,15.1,21.0,17.0,-10.0,12.0,119.0,60.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Col,D,Ryan Graves,26.0,11.06,3.0,2.0,4.0,0.0,26.0,32.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,VGK,RW,Ryan Reaves,80.0,10.52,9.0,11.0,1.0,3.0,95.0,305.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Cgy,"C,RW",Mikael Backlund,77.0,17.53,21.0,26.0,34.0,2.0,205.0,52.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Wpg,C,Paul Stastny,50.0,18.06,13.0,29.0,14.0,4.0,103.0,35.0,,,,,,
Yahoo,2021-01-08 17:40:08.774272,2018,Car,C,Vincent Trocheck,55.0,19.39,10.0,24.0,-9.0,13.0,158.0,112.0,,,,,,
